"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
78.51,11.46,1.72,0.03,3.01,0.44,4.64
76.24,12.49,2.44,0.11,3.3,0.86,4.16
76.66,12.13,1.35,0.03,4.13,0.56,4.96
85.19,13.7,0.48,0.06,0.02,0.1,0.1
76.06,12.51,2.13,0.11,3.18,0.79,4.8
77.45,11.7,1.95,0.01,3.37,0.48,4.84
77.57,11.92,1.7,0.04,3.21,0.45,4.88
75.73,12.52,1.97,0.06,3.48,0.43,5.58
79.06,11.34,1.41,0.03,3.29,0.35,4.39
76.99,12.26,2.1,0.09,3.06,0.48,4.73
77.79,11.96,1.61,0.05,3.32,0.36,4.75
75.95,12.71,2.39,0.06,3.42,0.76,4.41
76.9,12.11,1.93,0.03,3.18,0.62,4.9
76.03,12.72,1.3,0.05,3.3,0.5,5.9
74.63,13.99,1.18,0.04,3.09,0.55,6.32
76.88,12.77,0.9,0.01,3.64,0.38,5.36
48.04,14.79,13.78,6.99,2.48,9.8,0.72
49.18,15.02,13.55,5.91,2.95,8.72,1.33
48.27,14.85,13.95,7.49,2.44,10.01,0.65
46.53,16,12.45,9.51,2.22,11.17,0.24
48.36,14.69,12.58,9.58,2.09,10.09,0.47
48.11,15.84,12.96,7.41,2.59,9.96,0.44
61.09,16.39,6.23,3.58,4.01,5.81,1.64
46.95,15.82,12.13,9.1,2.24,11.24,0.39
46.49,14.21,12.32,12.52,1.99,10.24,0.4
47.43,15.29,12.61,8.25,2.29,11.21,0.5
60.56,16.93,6.15,3.49,4.06,6,1.56
47,15.63,11.65,10.16,2.12,11.25,0.37
61.29,16.42,6.27,3.61,3.74,5.92,1.47
45.63,14.66,14.62,8.38,2.52,9.98,0.65
47.37,15.4,12.01,9.22,2.12,11.52,0.41
60.64,16.11,6.27,3.93,4.11,6.07,1.67
46.67,14.76,11.99,11.7,2,10.7,0.33
55.01,16.4,8.31,6.09,4.11,7.16,1.23
47.37,15.69,11.8,8.95,2.18,11.69,0.4
47.45,15.92,12.34,9.01,2.27,10.94,0.24
46.19,16.05,14.57,7.89,2.58,9.91,0.3
46.3,16.54,13.03,8.87,2.16,10.82,0.13
47.65,16.61,11.93,8.5,2.26,11.54,0.17
60.01,16.99,6.24,3.63,4.27,5.96,1.62
45.93,15.41,13.8,8.86,2.44,10.15,0.51
47.22,15.59,13.12,7.74,2.42,10.43,0.61
47.41,15.84,12.67,8.36,2.24,11.38,0.26
45.8,14.94,14.67,8.27,2.52,9.67,0.67
62.06,17.04,5.59,3,4.25,5.72,1.2
45.17,13.59,17.56,6.33,2.51,9.19,0.78
45.05,14.81,17,6.39,2.74,9.14,0.64
47.28,15.05,13.15,8.8,2.3,9.81,0.74
62.99,17.02,5.27,2.53,4.15,5.16,1.79
64.78,15.69,4.05,3.54,3.92,5.26,1.94
64.28,16.21,4.25,3.71,3.72,5.09,1.93
62.72,15.63,4.97,5.64,3.07,5.35,1.68
63.67,16.04,4.35,3.61,4.31,5.51,1.7
62.61,15.4,5.17,4.52,4.03,5.52,1.88
64.01,15.96,4.54,3.65,4.13,5.14,1.8
62.65,16.15,4.79,5.76,3.17,5.09,1.49
51.03,17.94,9.62,5.75,4.14,8.23,1.16
53.32,16.35,8.8,5.79,4.06,8.53,1.32
55.83,17.5,7.86,3.84,3.84,7.69,1.62
54.42,16.27,8.54,5.99,4.19,7.49,1.4
54.78,16.41,8.38,5.6,3.97,7.3,1.56
61.6,15.4,5.49,5.82,3.98,5.15,1.66
66.23,16.74,3.95,1.72,4.36,4.16,2.03
63.5,16.91,4.5,2.84,3.85,5.37,2.03
61.56,15.61,5.75,5.11,3.77,5.58,1.73
50.27,16.38,9.42,8.48,3.36,9.38,0.7
51.13,17.41,9.57,6.73,3.33,9.14,0.69
52.2,19.04,8.62,5.64,3.75,8.74,0.56
53.16,19.35,7.82,5.13,3.82,9.04,0.49
54.18,18.23,8.1,4.88,3.65,8.62,0.73
52.92,18.24,9.12,4.78,4.11,7.82,0.87
53.12,18.31,7.98,7.29,2.96,8.73,0.49
53.56,18.18,8.78,5.21,3.93,7.76,0.9
55.87,18.88,6.89,4.26,4.15,7.84,0.86
54.11,17.33,8.37,5.41,4.08,8.01,0.94
54.24,17.06,7.83,5.76,3.79,8.54,1
55.07,17.54,7.17,4.24,4.48,8.05,1.64
55.24,18.01,8.29,4.44,4.07,7.54,0.82
56.62,18.44,7,4.28,3.95,7.79,0.74
55.49,18.65,7.06,4.29,4.02,8.09,0.87
56.1,18.53,6.93,4.27,4.08,7.93,0.74
56.63,18.03,7.1,4.3,4.26,7.55,0.85
56.75,17.78,7.09,4.38,4.17,7.69,0.83
56.99,17.93,7.51,4.22,3.63,7.34,1.01
57.27,18.45,7.03,4.4,3.38,7.33,0.81
57.97,17.56,7.16,4.22,3.89,7.02,0.92
59.43,17.28,6.67,3.83,3.98,6.62,1.01
57.84,18.55,6.86,3.58,3.88,7.1,0.92
58.18,18.69,5.93,3.68,4.4,7.07,0.87
60.24,18.1,5.45,3.26,4.61,6.25,1.04
58.54,18.66,5.77,3.68,4.37,7.12,0.71
58.88,18.55,6.42,3.33,3.98,6.85,0.96
58.99,17.93,6.35,3.79,4.02,6.78,0.97
59.09,17.1,7.51,2.78,4.56,6.27,1.22
59.79,18.47,6.19,2.77,4.66,6.14,0.86
61.38,17.4,6.03,2.87,4.51,5.8,1.04
61.49,18.02,5.16,2.83,4.37,6.31,0.93
61.81,17.5,5.61,2.77,4.39,5.78,1.13
63.62,17.26,4.9,2.7,4.08,5.26,1.28
64.35,16.9,5.03,1.88,4.6,4.85,1.4
64.73,17.15,4.7,2.2,4.21,4.7,1.42
65.01,17.78,3.76,1.58,4.77,5.11,1.32
66.48,16.53,4.06,1.11,5.79,3.35,1.68
66.66,16.23,4.27,1.26,5.2,3.64,1.79
46.23,14.46,15.52,7.16,2.59,9.4,0.65
67.96,15.97,4.16,1.54,4.37,3.53,1.69
68.42,16.09,3.73,1.12,4.95,3.05,1.93
68.46,15.94,3.6,1.42,4.81,3.39,1.7
68.94,15.93,3.63,1.1,4.91,2.82,2.04
69.47,16.19,3.5,0.85,4.52,2.8,2.02
69.72,15.61,3.44,1.13,4.38,3.2,1.97
71.77,15.09,3.07,0.61,4.51,2.1,2.3
69.57,15.83,3.44,0.77,5.3,2.4,2.12
70.98,15.49,2.84,0.79,5.24,2.25,1.84
61.01,17.19,8.29,0.47,4.52,2.83,4.79
60.14,16.47,6.53,3.65,3.99,6.2,1.69
60.7,16.65,6.31,3.45,3.94,6.07,1.65
59.9,17.03,6.6,3.58,4.15,5.84,1.62
44.7,14.8,16.69,6.82,2.53,9.65,0.5
53.21,16.93,8.32,8.52,3.01,8.02,0.79
61.02,16.5,6.17,3.5,3.99,5.92,1.65
60.86,16.59,6.19,3.51,4.01,5.96,1.66
61.09,16.62,6.08,3.41,4.04,5.84,1.68
55.19,17.75,7.8,5.72,3.48,7.66,1
46.29,15.53,15.03,7.31,2.64,9.99,0.39
46.05,14.83,14.54,7.98,2.64,9.76,0.75
56.59,18.49,7.61,3.96,3.48,7.41,0.9
44.85,14.48,15.24,8.64,2.61,9.73,0.69
54.79,18.23,7.71,5.56,3.8,7.55,0.95
47.68,14.57,13.42,8.06,2.41,9.93,0.85
57.3,18.42,7.2,4.55,3.43,6.59,1.22
55.4,18.57,7.61,5.33,3.42,7.19,1.1
46.94,14.25,15.55,6.55,2.64,9.23,0.93
47.48,14.81,13.49,8.27,2.42,9.77,0.8
55.29,17.89,7.77,5.3,3.56,7.8,0.99
56.54,18.24,7.47,4.59,3.69,7.1,1.12
47.36,14.42,14.9,7.33,2.47,9.28,0.85
53.14,16.97,9.51,5.46,3.76,9.04,0.42
47.74,14.73,13.16,8.57,2.41,9.8,0.76
55.68,18.02,8.3,5.04,3.84,7.4,0.46
46.87,14.71,14.59,6.64,2.61,9.97,0.79
56.22,14.84,9.27,6.95,2.91,7.49,1.18
53.17,16.18,13.85,1.96,3.82,5.47,2.76
59.24,15.54,10.67,1.08,4.05,3.98,3.73
52.8,16.26,8.72,7.14,4.15,7.61,1.25
63.48,15.86,5.24,3.3,4.16,4.73,2.09
60.61,16.17,6.34,3.87,4.36,5.28,1.83
58.77,16.13,6.93,4.8,4.47,5.54,1.69
61.33,15.83,6,4.03,4.41,5.2,1.82
54.27,16.67,8.84,5.89,3.99,6.84,1.28
59.93,16.01,6.27,4.8,3.83,5.44,2.31
61.31,16.09,5.82,4.24,4.15,5.56,1.8
60.93,16.4,5.69,4.41,4.02,5.83,1.73
51.41,15.58,9.7,8.43,3.4,8.04,1.21
51.46,15.26,9.41,8.42,4.21,7.83,1.19
55.19,15.84,7.06,7.07,4.77,7.2,1.42
63.93,16.24,4.73,3.2,4.4,4.79,1.89
47.98,15.86,11.71,9.29,2.24,10.54,0.37
64.52,16.18,4.69,2.85,4.14,4.63,2.02
65.24,15.6,4.4,2.93,4.44,4.49,2
54.32,15.71,7.82,9.11,3.04,7.86,1.02
54.09,15.44,7.58,9.54,3.67,7.72,0.87
57.96,15.72,6.43,6.1,4.52,6.42,1.53
51.52,17.08,9.89,6.78,3.27,9.03,0.88
49.68,15.66,11.02,8.55,3.42,8.13,1.18
49.59,16.75,10.43,7.02,3.76,8.78,1.15
52.38,16.81,9.26,6.61,3.62,7.77,1.29
48.97,16.5,10.4,8.01,3.55,9.06,1.13
50.68,16.41,9.75,7.22,3.59,8.85,1.27
51.28,17.94,10.73,4.02,4.77,6.62,1.74
50.04,17.72,11.08,4.96,4.47,7.39,1.42
48.64,16.77,10.62,8.1,3.12,10.24,0.55
48.66,16.44,11.71,7.71,3.19,9.77,0.59
51.83,16.9,9.57,6.8,3.34,8.84,1.03
49.81,16.46,10.19,7.33,3.63,8.78,1.28
51.04,17.92,10.84,4.2,4.72,6.8,1.61
50.54,17.07,9.82,6.45,3.48,9.14,1.21
50.19,17.55,11.13,4.97,4.48,7.39,1.45
48.61,17,10.58,7.62,3.2,10.43,0.55
50.5,16.43,9.66,7.83,3.52,8.86,1.1
49.58,16.99,9.91,7.74,3.16,9.86,0.71
62.99,15.98,7.92,0.53,4.3,2.82,4.5
48.83,16.55,10.98,8.54,2.98,9.63,0.56
58.36,16.32,10.78,2.19,3.13,6.13,2.02
62.31,16.21,8.44,1.81,3.01,4.99,2.41
61.75,16.51,8.22,2.01,2.84,5.21,2.84
74.84,14.44,1.21,0.34,4.19,1.13,3.6
73.68,14.74,1.38,0.42,4.34,1.32,3.84
74.11,14.68,1.33,0.33,4.31,1.28,3.67
74.79,14.47,1.2,0.28,4.48,1.24,3.25
72.99,15.46,1.24,0.51,3.83,1.14,4.52
73.89,14.98,1.48,0.28,4.53,1.25,3.28
55.28,15.25,9.15,7.53,2.9,7.94,0.88
56.45,16.41,8.44,5.54,3.34,7.62,0.92
61.54,16.89,5.83,3.17,4.09,5.58,1.76
62.82,16.3,5.98,2.97,4.07,4.95,1.73
57.71,18.03,6.78,4.28,4.03,6.68,1.29
59.79,17.9,5.9,3.18,4.7,5.89,1.47
60.68,18.32,5.57,3.06,4.26,5.49,1.51
60.83,17.54,5.75,3.32,3.66,6.16,1.52
61.32,17.42,5.75,3.02,4.18,5.64,1.54
63.19,17.27,4.9,2.43,4.08,5.34,1.81
63.5,16.92,4.77,2.66,4.26,5.31,1.6
58.21,17.6,6.65,4.35,3.97,6.58,1.38
61.48,17.42,5.57,3.16,4.26,5.66,1.43
58.5,14.95,6.8,6.85,3.01,7.6,1.32
74.45,13.29,1.93,0.3,4.14,1.57,3.72
75.82,12.59,1.8,0.16,3.69,1.11,4.27
44.64,15.04,16.84,6.48,2.71,9.48,0.52
46.81,15.74,13.07,8.34,2.41,10.59,0.49
54.24,17.12,9.33,3.93,3.84,7.06,1.92
53.57,17.17,9.66,4.08,3.85,7.11,1.88
54.75,17.52,8.35,4.92,4,6.99,1.51
50.66,17.61,10.4,5.13,3.66,7.87,1.61
52.81,18.31,8.01,5.17,3.93,7.92,1.62
52.73,18.34,8.58,5.14,3.71,8.2,1.36
55.44,19.42,8.26,3.58,3.7,7.02,1.12
54.24,19,8.06,4.24,3.89,7.93,1.16
48.62,15.98,11.66,8.08,2.3,10.69,0.49
61.51,15.58,9.58,0.71,4.06,3.04,4.12
47.09,13.73,17.03,4.56,3,7.96,1.47
46.73,16.9,12.62,8.32,2.53,10.34,0.36
44.53,14.75,17.04,6.78,2.61,9.45,0.63
46.55,16.04,15.25,4.35,3.24,8.72,1.21
46.7,16.09,13.12,8.52,2.27,11.23,0.17
47.09,15.7,13.12,7.68,2.49,10.63,0.59
77.07,12.32,1.32,0.04,3.75,0.42,4.94
77,12.34,1.31,0.01,3.89,0.42,4.92
76.8,12.1,1.71,0.01,3.66,0.42,5.12
48.17,16.25,13.77,6.12,2.94,9.3,0.56
76.91,12.47,1.31,0.02,3.37,0.56,5.22
50.05,15.89,11.25,7.43,2.78,10.26,0.45
48.43,16.21,12.64,7.44,2.79,9.76,0.5
76.87,12.02,1.79,0.01,3.56,0.44,5.12
46.19,14.54,15.43,7.29,2.54,10.19,0.49
47.45,16.48,11.61,8.84,2.15,11.72,0.23
61.08,16.23,5.53,4.53,3.93,5.98,1.76
61.15,16.24,5.49,4.34,3.96,5.85,2.01
60.51,16.18,5.72,4.79,3.95,6.17,1.7
46.85,16.77,13.27,7.88,2.64,10.05,0.27
47.14,15.41,12.13,9.46,2.19,11.14,0.43
76.32,12.82,1.76,0.01,3.39,0.27,5.23
46.21,14.68,15.27,7.29,2.56,10.25,0.47
51.16,15.49,12.39,6.02,2.92,8.66,1.11
60.19,16.25,5.84,4.93,3.9,6.21,1.7
52.94,15.21,10.41,6.63,2.89,9.19,0.98
53.76,15.03,10.25,6.37,2.74,9.04,1.11
50.15,15.22,11.65,7.26,2.7,10.45,0.5
72.09,13.53,3.66,0.31,3.38,1.55,4.84
76.84,12.15,1.58,0.03,3.57,0.45,5.18
61.08,16.23,5.53,4.53,3.93,5.98,1.76
61.37,16.3,5.51,4.36,3.97,5.51,2.02
49.35,13.77,7.83,9.98,2.62,14.37,0.21
58.96,19.01,6.51,2.52,4.52,5.99,1.21
54.13,13.09,15.64,1.69,3.85,5.44,3.01
47.57,16.16,13.37,7.61,2.64,9.85,0.47
50.06,16.54,11.03,5.66,3.85,8.84,1.6
51.57,15.65,10.3,6.58,3.69,8.92,1.31
51.27,15.77,10.34,6.21,3.78,9.14,1.48
54.76,15.24,8.42,6.62,3.92,7.22,2.01
56.34,15.87,8.07,5.51,3.91,7.02,1.67
53.68,16.55,9.56,5.33,3.95,7.62,1.5
52.05,15.32,9.89,7.02,3.94,8.58,1.27
51.87,15.87,9.99,5.97,4.03,8.33,1.91
53.53,16.4,10,3.85,4.71,7,1.93
55.49,15.28,8.3,5.37,4.11,7.35,1.96
51.63,16.04,11.15,5.5,3.85,8.27,1.35
50.11,14.56,14.66,5.24,2.99,8.56,0.88
48.23,15.98,13.2,6.85,2.91,9.91,0.54
56.3,15.98,8.35,4.02,4.43,6.75,2.2
52.97,16.29,10.73,4.11,4.52,6.9,2.25
52.2,16.69,11.35,4.04,4.45,6.78,2.21
49.45,15.82,9.83,7.25,3.8,8.94,1.88
48.43,16.48,9.83,7.6,3.77,8.93,1.91
48.56,15.81,10.04,7.62,3.97,8.98,1.94
48.46,15.31,10.43,8.01,3.58,9.11,1.94
47.56,15.38,10.46,8.02,3.95,9.29,2.03
50.28,16.73,9.69,5.58,4.13,9.38,1.75
49.69,17.04,9.74,5.44,4.14,9.06,1.78
50.18,16.99,9.42,5.44,3.96,9.28,1.74
55.02,13.09,15.31,1.51,3.87,5.1,3.24
49.6,16.09,9.52,6.91,4,9.05,1.83
50.64,16.44,9.42,4.95,3.69,10.05,1.6
50.51,16.7,9.68,4.8,3.72,10.27,1.49
50.36,16.34,9.8,4.93,3.67,10.19,1.64
47.45,15.55,10.18,8.27,3.5,10.13,1.88
47.82,15.67,10.49,7.99,3.75,9.27,1.91
48.21,15.39,10.32,7.93,3.82,9.14,2.05
47.55,15.61,10.47,8.25,3.55,9.48,1.94
49.69,16.29,9.8,6.72,3.81,8.86,1.81
48.25,15.24,10.22,8.2,3.61,9.38,1.9
47.44,15.18,10.6,8.34,3.39,9.93,1.85
47.07,14.89,10.61,8.43,3.56,10.46,1.84
49.99,16.18,9.12,5.99,3.51,10.95,1.53
50.72,16.71,9.49,5.18,3.78,9.65,1.62
48.74,15.46,9.64,7.77,3.77,9.91,1.84
48.97,16.42,9.77,6.34,3.9,9.84,1.7
47.86,15.92,10.06,7.61,3.8,9.62,1.89
48.09,15.45,10.13,8.52,3.46,10.24,1.46
48.71,16.61,9.83,6.53,3.82,9.9,1.64
48.91,16.2,9.8,7.33,3.41,10.11,1.46
48.79,16.47,9.66,6.97,3.61,10.15,1.6
50.11,16.15,10.01,5.69,3.42,11.03,1.01
50.04,15.96,10.53,5.5,3.44,10.67,1.08
47.92,15.7,9.88,8.03,3.9,9.52,1.85
47.75,15.65,10.11,7.84,3.88,9.64,1.93
47.8,15.66,10.09,8.09,3.92,9.49,1.78
47.63,15.64,10.12,8.01,3.97,9.53,1.88
76.72,12.65,1.06,0.02,4.1,0.43,4.9
48.54,15.65,10.04,7.9,3.76,9.21,1.81
48.82,16.07,10.06,7.33,3.51,10.05,1.43
50.37,16.25,10.17,5.79,3.43,10.42,1
77.28,12.53,1.03,0.01,4.4,0.36,4.28
48.67,15.85,9.73,7.55,3.46,10.46,1.5
48.19,16.47,9.94,7.26,3.46,10.46,1.44
47.28,15.8,10.3,7.88,3.95,9.49,1.99
77.23,12.58,0.99,0.03,4.33,0.38,4.38
47.3,16.27,10.19,7.84,3.71,9.51,1.9
50.43,16.13,9.71,6.29,3.42,10.51,1.04
49.59,16.73,9.81,6.59,3.46,10.03,1.31
48.4,15.77,9.97,8.27,3.51,9.62,1.63
48.33,14.33,16.4,3.69,3.39,6.99,2.37
45.84,14.52,16.46,5.98,2.88,8.93,1.2
73.7,14.07,1.85,0.26,4.14,1.24,4.35
46.73,15.64,13.95,7.27,2.7,9.33,1.35
46.56,17.01,15.12,7.34,1.8,7.87,1.06
48.58,16.1,12.69,7.59,2.3,8.73,1.64
47.46,15.62,13.33,7.74,2.64,8.78,1.67
47.51,16.98,13.88,6.51,2.28,8.34,1.65
46.59,15.92,14.08,7.1,2.72,9.34,1.28
49.09,17.16,11.35,6.53,2.89,8.75,1.77
46.43,15.85,14.02,7.49,2.56,9.12,1.58
47.68,15.83,13.68,7.43,2.47,8.26,1.61
48.78,16.59,12.6,5.94,3.19,8.19,2.13
49.18,17.42,12.3,6.23,2.3,8.81,1.51
48.66,16.91,12.55,5.95,3.15,8.06,2.19
47.55,17.1,13.12,5.93,3.27,8.28,2.19
47.97,16.85,11.36,6.79,2.89,10.24,1.51
48.91,17.66,11.45,6.73,2.14,9.74,1.15
48.07,16.41,12.65,7.2,2.6,9.27,1.43
47.92,16.43,12.43,7.44,2.82,9.29,1.4
48.99,17.16,11.01,6.1,3.27,8.83,2.17
48.27,16.26,11.54,8.38,2.41,9.87,1.16
48.79,17.15,11.35,6.6,2.77,9.28,1.7
48.05,16.18,11.67,7.85,2.92,9.12,1.62
47.63,16.17,11.64,8.54,2.73,9.82,1.3
48.56,16.72,13.01,6.11,3.08,8.24,1.87
77.13,12.45,1.1,0.01,4.46,0.35,4.41
49.35,16.71,11.49,6.55,2.82,9.09,1.69
48.57,16.78,11.59,6.53,2.98,9.12,1.87
47,16.98,11.96,8.34,2.59,9.14,1.44
47.77,16.7,11.82,7.65,2.71,9.76,1.33
47.94,16.24,11.35,8.5,2.7,9.59,1.36
49.06,17.08,11.41,6.43,2.83,9.26,1.63
47.56,16.28,11.84,8.8,2.36,10.03,1.09
47.98,16.72,12.05,7.02,2.93,9.04,1.66
76.91,12.77,1.05,0.01,4.58,0.39,4.19
48.04,16.51,11.72,7.72,2.89,9.25,1.5
48.22,16.41,11.64,7.79,2.83,9.08,1.59
47.93,16.28,11.17,8.2,2.84,9.79,1.44
48.24,16.31,11.57,8.8,2.05,9.96,1.04
48.33,17.11,11.5,6.64,2.87,9.16,1.77
47.76,16.41,11.49,8.04,2.79,9.66,1.42
49.45,17.14,11.77,6.92,2.2,9.13,1.11
48.49,17.28,11.36,6.43,3.1,9.11,1.77
77.09,12.71,0.89,0.01,4.59,0.32,4.31
48.38,16.94,13.39,5.96,2.77,8.18,1.97
48.05,17,12.67,6.35,3.02,8.49,2.01
46.18,15.79,14.82,7.18,3,9.14,1.09
47.38,16.12,12.77,6.78,2.84,9.66,1.36
48.25,16.84,11.69,6.25,2.93,9.57,1.67
47.51,16.66,12.77,7.29,2.64,9.37,1.34
48.26,17.31,11.68,6.51,2.75,9.56,1.51
48.63,16.51,11.62,6.52,2.87,9.51,1.67
48.34,16.77,11.6,6.82,2.89,9.28,1.77
47.38,17.02,11.92,6.67,2.82,9.91,1.61
48.98,17.63,10.91,5.6,2.95,9.42,1.86
49.02,16.8,11.48,6.46,2.8,9.45,1.58
48.02,16.94,11.75,6.68,2.99,9.42,1.59
48.44,17.07,11.39,6.6,2.87,9.62,1.52
49.12,16.97,11.5,7.21,2.09,9.76,1.15
47.2,15.97,14.45,7.12,2.7,8.81,1
48.75,17.1,11.53,6.69,2.92,8.67,2.05
47.42,15.97,14.11,7.14,2.86,8.9,1
48.42,17.3,11.85,6.35,2.98,8.42,2.39
46.49,15.56,15.02,6.88,2.82,9.27,1.12
76.86,12.48,0.95,0.05,3.87,0.59,5
46.45,14.44,12.31,9.86,3.15,9.94,0.97
47.02,14.86,11.58,10.19,3.02,9.72,0.87
49.12,14.74,8.87,10.08,2.61,10.6,1.84
49.05,15.12,8.65,9.93,2.8,10.52,1.8
57.13,16.81,8.39,2.88,4.49,5.74,2.39
56.83,16.75,8.75,2.92,4.37,5.88,2.36
56.64,16.67,8.99,3.01,4.31,5.95,2.28
57.59,17.34,7.37,2.61,4.9,5.27,2.64
50.85,18.11,8.81,5.75,3.71,8.96,1.57
55.14,17.87,7.86,4.06,4.14,7.05,2.06
52.03,15.39,10.72,7.01,2.68,9.45,0.89
52.47,16.09,10.48,5.18,3.94,7.34,1.73
53.92,18.11,8.32,3.48,4.09,7.42,2.2
53.34,18.13,8.56,4.12,3.76,8.41,1.65
50.78,17.93,9.48,5.31,3.78,8.68,1.65
51.72,16.78,10.68,4.18,4.28,7.41,1.92
51.35,16.54,11.15,4.27,4.19,7.42,1.91
46.88,14.63,14.96,7.23,2.48,9.62,0.63
49.31,17.88,9.52,7.06,3.41,9.79,1.01
51.48,17.13,10.29,4.72,4.08,7.85,1.8
50.83,17.98,9.12,5.49,3.81,8.75,1.64
53.21,16.65,9.48,3.89,4.33,7.32,2.33
49.99,15.37,11.6,7.47,2.55,10.51,0.47
48.52,19.45,9.38,7.97,2.96,9.47,0.64
50.4,17.14,9.5,7.86,3.12,9.53,0.78
50.56,18.37,9.38,6.25,3.8,8.51,1.23
52.86,15.95,10.51,5.03,3.85,7.26,1.77
54.15,16.83,7.67,5.78,3.6,8.6,1.33
47.94,16.17,13.08,7.26,2.71,10.08,0.5
48.52,15.98,12.79,7.32,2.66,10.02,0.5
47.23,15.84,11.7,9.94,2.15,11.12,0.24
75.38,13.37,1.36,0.19,3.98,0.85,4.58
73.95,14.01,1.81,0.26,4.06,1.21,4.34
73.88,13.82,1.89,0.29,4.2,1.19,4.37
76.94,12.67,1.17,0.02,3.95,0.52,4.6
76.96,12.58,1.18,0.02,3.98,0.52,4.62
73.33,14.3,1.76,0.09,4.3,0.74,5.29
76.34,13.42,0.38,0.05,4.59,0.53,4.47
77.21,12.51,1.05,0.01,4.56,0.35,4.18
76.92,12.69,1,0.02,4.35,0.39,4.54
77.24,12.44,1.08,0.02,4.57,0.35,4.2
76.82,12.63,1.02,0.02,4.34,0.44,4.61
76.85,12.63,1.04,0.02,4.34,0.42,4.6
76.9,12.48,1.1,0.02,4.35,0.41,4.62
77.51,12.14,1.02,0.02,4.47,0.31,4.44
77.24,12.48,0.9,0.03,4.43,0.42,4.41
77.3,12.54,0.86,0.02,4.24,0.41,4.55
77.19,12.56,0.88,0.02,4.49,0.37,4.41
74.33,12.9,2.55,0.16,4.78,0.86,4.13
74.43,12.99,2.48,0.13,4.73,0.81,4.16
75.67,12.38,2.15,0.03,4.79,0.48,4.29
71.65,14.69,2.87,0.44,4.54,1.5,4.08
74.33,13.37,1.87,0.38,3.87,1.45,4.51
72.9,13.87,3.07,0.14,4.05,1.8,3.92
73.06,13.88,3.04,0.16,3.95,1.8,3.85
72.97,13.74,3.13,0.54,3.8,1.79,3.78
73.55,13.77,2.04,0.33,4.19,1.39,4.32
73.35,13.65,2.84,0.54,3.77,1.69,3.97
72.54,14.29,3.07,0.36,3.86,1.55,4.08
72.64,14.07,2.38,0.49,4.25,1.6,4.08
73.08,14.07,2.84,0.39,3.94,1.45,4
73.68,13.41,2,0.37,4.15,1.42,4.47
73.65,13.97,1.87,0.33,4.2,1.22,4.35
73.67,13.73,1.98,0.21,4.26,1.39,4.33
73.48,13.72,1.87,0.41,4.21,1.57,4.3
73.52,13.73,1.99,0.37,4.21,1.38,4.27
73.57,13.66,2.04,0.4,4.17,1.4,4.27
73.83,13.77,1.85,0.3,4.23,1.24,4.41
73.47,14.01,2.01,0.36,4.03,1.38,4.33
73.46,14.03,1.75,0.17,4.34,0.77,5.24
50.66,13.16,7.91,8.95,2.56,7.62,5.63
71.71,14.69,2.16,0.27,4.6,1.07,5.11
76.63,12.63,1.13,0.03,4.11,0.6,4.76
76.68,12.7,1.15,0.01,4.08,0.56,4.69
76.64,12.63,1.14,0.02,4.11,0.6,4.73
76.65,12.65,1.12,0.03,4.07,0.61,4.75
47.57,16.15,11.1,9.76,2.22,11.55,0.19
77.31,12.62,0.81,0.03,3.97,0.44,4.7
77.45,12.59,0.81,0.03,3.77,0.45,4.78
49.59,12.14,8.24,8.36,2.75,8.76,5.96
48.83,12.04,8.87,16.69,2.42,7.36,1.93
50.72,13.09,7.82,8.78,2.75,7.57,5.8
49.62,14.31,8.05,5.71,4.03,9.36,5.5
49.85,15.87,12.45,7.18,3.17,8.79,0.6
49.71,15.82,12.48,7.21,3.17,8.88,0.65
48.96,15.57,12.68,8.24,3.41,8.53,0.57
48.21,15.79,12.99,8.35,3.19,8.87,0.53
49.21,15.53,12.73,7.92,3.33,8.76,0.52
49.2,15.25,12.58,8.26,3.06,8.76,0.88
48.88,15.46,12.93,8.13,3.31,8.71,0.56
49.12,15.3,12.87,8.2,3.26,8.71,0.55
49.23,15.22,13.03,8.25,3.2,8.58,0.57
55.12,16.97,8.11,4.47,3.99,6.8,2.34
54.56,17.02,8.08,4.3,3.91,7.58,2.31
51.66,16.98,9.61,5.53,3.97,7.74,1.76
53.91,17.31,8.96,4.51,3.81,7.36,1.75
54.99,17.34,8.08,4.65,4.08,6.75,1.89
53.86,17.6,8.78,4.38,3.89,7.43,1.69
54.8,17.39,8.22,4.48,4.05,6.95,1.82
53.78,17.44,8.77,4.48,3.88,7.63,1.69
54.98,17.26,8.3,4.49,3.68,7,2.11
45.3,15.85,14.63,7.38,2.48,10.02,0.62
45.27,15.8,14.57,7.41,2.53,10.14,0.68
46.17,15.73,14.78,6.44,2.33,10,0.85
46.05,15.63,14.21,8.16,2.28,9.8,0.65
48.25,15.15,15.33,5.46,1.75,9.22,0.69
46.11,14.98,13.75,7.97,2.36,11.17,0.62
46.66,15.22,13.31,8.8,2.14,10.19,0.75
47.21,15.57,13.08,7.75,2.43,10.04,0.81
48.32,15.8,12.35,7.54,2.28,9.9,0.75
43.82,16.44,15.5,7.27,2.38,9.73,0.61
45.29,14.94,16.83,5.51,2.47,8.86,0.71
44.98,15.33,15.66,6.68,2.41,9.96,0.54
