"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
45.45,16.12,15.21,6.43,2.53,9.31,0.58
45.22,16.71,14.67,6.46,2.6,9.99,0.59
45.45,16.47,14.53,6.51,2.59,10.39,0.51
44.7,16.49,14.66,6.88,2.65,9.66,0.59
44.81,16.22,15.05,6.54,2.45,10.11,0.61
45.56,15.57,15.39,6.46,2.5,9.4,0.7
45.37,16.21,14.92,6.46,2.5,9.77,0.57
45.41,16.75,14.3,6.51,2.56,9.72,0.51
44.33,16.16,15.65,6.73,2.55,9.71,0.61
44.67,16.06,15.27,7.06,2.45,9.77,0.6
44.4,15.5,16.35,6.17,2.32,9.78,0.64
44.8,15.89,15.65,6.17,2.28,10.23,0.63
45.46,15.86,15.35,6.59,2.36,9.53,0.61
45.55,15.99,15.47,6.61,2.31,9.39,0.62
45.86,16.35,14.87,6.51,2.46,9.59,0.39
45.44,16.05,15.03,6.94,2.47,9.61,0.61
45.26,14.73,16.51,5.62,2.41,9.61,0.75
45.18,14.93,16.35,6.05,2.4,9.65,0.61
46.42,15.94,15.19,6.55,2.58,8.76,0.75
72.33,16.5,2.6,0.12,3.75,0.82,3.51
61.21,17.52,7.22,1.49,5.14,3.81,1.64
68.16,15.64,4.72,0.45,4.65,2.12,3.26
72.43,15.41,2.66,0.47,4.05,1.42,3.16
62.12,16.47,6.16,1.71,5.98,4.26,1.79
58.61,17.28,7.84,3,4.08,6.48,1.28
69.49,15.05,4.24,0.29,5.95,1.59,2.75
54.55,17.36,8.53,4.33,4.63,7.94,0.97
74.43,14.09,1.87,0.17,5.06,0.71,3.46
67.98,20.61,3.39,0.2,3.68,1.04,2.64
56.22,17.92,7.28,3.23,5.33,7.54,1.15
57.92,17.26,7.99,3.1,4.29,6.54,1.33
71.89,16.37,2.63,0.22,4.46,1.02,3.06
67.52,16.06,4.03,0.88,5.36,2.49,2.71
55.6,17.37,7.9,5.04,3.85,7.56,1.13
46.51,15.18,14.81,7.38,2.48,9.33,0.77
67.68,16.07,3.98,0.9,5.48,2.48,2.52
60.67,16.2,6.18,4.5,3.52,5.83,1.98
71.71,16.27,2.8,0.22,4.32,1.17,3.13
65.79,16.17,5.18,1.05,5.52,2.82,2.24
58.43,17.38,8.75,2.26,4.77,5.35,1.02
69.02,15.66,3.76,0.44,6.23,1.89,2.3
53.86,18.75,7.87,4.68,4,8.93,0.65
54.73,17.02,10.06,3.3,4.71,7.21,0.93
55.92,17.27,9.17,3.79,3.6,7.48,1.02
74.82,13.72,1.75,0.02,5.26,0.72,3.47
64.65,15.94,5.47,1.32,5.52,3.42,2.22
69.8,15.45,3.69,0.36,5.4,1.64,2.94
55,16.45,9.98,3.57,4.36,7.17,1.06
69.26,15.27,3.76,0.54,5.59,1.97,2.84
68.17,16.92,4.02,0.49,4.93,1.87,2.79
74.63,13.92,1.83,0.03,5.19,0.67,3.5
76.84,12.1,1.46,0.1,3.79,0.57,4.93
69.42,15.28,3.7,0.48,5.6,1.85,2.93
66.5,16.58,5.66,1.29,3.04,3.17,2.46
55.51,18.14,8.15,3.63,4.41,7.63,1.01
69.25,15.14,3.65,0.54,5.96,1.84,2.87
69.23,15.36,3.74,0.46,5.78,1.81,2.88
52.53,17.44,8.88,6.06,3.7,8.34,1.16
68.82,15.48,3.69,0.65,5.95,2.04,2.49
70.66,15.31,3.25,0.33,5.77,1.4,2.68
64.97,16.02,5.2,1.39,5.11,3.71,2.25
72.55,14.57,2.24,0.5,4.59,1.9,3.19
74.26,14.31,1.76,0.23,4.53,1.2,3.37
72.63,14.59,2.22,0.51,4.52,1.88,3.21
73.65,14.29,1.92,0.29,4.83,1.39,3.25
65.18,16.07,5.27,1.35,4.87,3.63,2.3
73.67,14.09,1.94,0.41,4.38,1.62,3.48
64.42,16.45,5.34,1.52,4.91,3.97,2.06
73.89,14.32,1.9,0.26,4.65,1.37,3.24
62.45,16.53,6.23,1.96,4.86,4.71,1.88
62.76,16.51,6.02,1.93,4.84,4.63,1.96
54.04,16.56,8.69,6.38,3.89,7.52,1.17
63.55,15.94,5.98,1.71,5.36,3.84,2.2
51.29,16.54,9.23,8.7,3.19,9.05,0.63
58.41,17.44,7.8,3.06,4.03,6.55,1.28
55.24,17.49,9.34,3.65,3.55,7.83,1.01
75.21,13.76,1.74,0.08,4.8,0.66,3.54
73.94,14.75,1.81,0.24,4.28,1.49,3.15
67.34,17.19,4.6,0.83,4.35,2.4,2.17
63.01,16,6.3,1.69,5.41,3.88,2.1
75.72,14.22,1.19,0.09,4.23,0.93,3.41
54.77,19.05,8.2,3.99,3.82,7.68,0.87
69.2,15.23,3.68,0.52,5.93,1.82,2.87
56.48,16.75,9.18,3.24,4.63,6.78,1.11
56.98,17.24,8.37,3.34,4.59,6.67,1.16
67,15.95,4.2,0.9,6.13,2.45,2.26
63.53,16.06,5.07,1.71,5.35,4.17,2.12
63.47,16.12,6.26,1.46,5.53,3.65,1.86
59.72,16.72,7.38,2.28,5.2,5.37,1.48
70.96,14.87,3.04,0.3,6.12,1.4,2.76
56.07,16.57,9.37,3.46,4.46,7.07,1.01
64.46,16.19,5.35,1.21,6.18,3.24,1.98
57.29,17.15,8.15,3.26,4.77,6.59,1.16
55.5,18.17,7.82,4.55,3.95,7.76,0.92
59.99,15.99,7.97,2.38,4.96,5.07,1.77
55.41,16.62,9.88,3.3,4.79,6.83,1.01
66.67,16.64,4.16,0.89,5.9,2.38,2.22
68.42,15.76,3.75,0.61,6.07,2.12,2.42
54.35,18.75,8.22,3.74,4.13,8.46,0.8
62.6,16.1,6.45,1.83,5.42,4.2,1.86
63.56,15.62,6.34,1.48,5.39,3.71,2.18
56.02,16.95,9.22,3.49,4.57,7.11,0.94
69.33,15.24,3.32,0.64,6.22,1.82,2.59
63.8,16.12,5.74,1.64,5.24,4,2.04
59.49,16.56,7.55,2.74,4.72,5.75,1.57
71.87,14.77,2.46,0.43,5.08,1.76,3.14
72.58,14.46,2.26,0.49,4.69,1.84,3.21
62.47,16.19,6.6,1.67,5.55,4.07,1.7
74.51,13.88,1.84,0.01,5.39,0.67,3.46
74.25,14.09,1.82,0.07,5.36,0.7,3.48
73.75,14.29,1.91,0.3,4.71,1.41,3.26
65.43,15.91,4.96,1.34,5.27,3.5,2.33
63,16.5,6.03,1.71,5.03,4.26,1.99
73.45,14.17,2,0.44,4.47,1.65,3.41
63.16,16.41,5.99,1.72,5.06,4.19,1.99
72.55,14.67,2.23,0.37,5.02,1.52,3.19
64.12,16.23,5.61,1.44,5.25,3.78,2.09
73.21,14.56,2.04,0.33,4.85,1.52,3.09
72.61,14.58,2.23,0.52,4.54,1.84,3.21
55.44,16.34,10.1,3.33,4.64,6.96,0.96
61.63,16.4,5.8,3.83,4.06,5.69,1.63
54.36,16.6,10.34,3.79,4.55,7.35,0.85
61.48,17.08,6.52,1.85,5.48,4.56,1.46
57.66,17.04,8.61,2.89,4.81,6.05,1.22
65.39,16.12,5.56,0.99,6.23,2.71,1.88
70.3,12.39,5.97,0.4,4.52,1.62,4.14
62.19,16.49,6.48,1.74,5.56,4.27,1.58
63.6,16.32,6.05,1.39,5.77,3.64,1.71
64.31,16.1,5.91,1.25,6.05,3.21,1.78
61.88,16.29,6.8,1.75,5.58,4.3,1.64
76.13,13.41,1.29,0.11,4.46,0.97,3.41
73.81,14.22,2.17,0.31,4.43,1.43,3.21
73.59,14.46,2.31,0.35,4.15,1.57,3.15
71.8,14.9,2.44,0.53,4.61,2.11,3.09
59.43,15.97,8.04,3.34,4.65,5.29,1.58
64.53,16.23,5.68,1.19,6.04,3.22,1.77
72.4,14.48,2.29,0.61,4.76,1.86,3.15
56.37,17.7,8.08,4.04,4.16,7.12,0.99
65.09,16.02,5.01,1.71,4.71,4.08,2.24
65.34,15.89,5.03,1.3,5.36,3.48,2.29
63.23,16.3,5.99,1.62,5.1,4.24,2.04
53.44,18.34,8.3,5.18,3.76,8.97,0.62
53.13,15.87,10.66,5.68,3.62,8.25,0.71
64.74,15.88,5.78,1.66,4.93,3.89,2.02
74.57,14.27,2.03,0.08,4.48,0.81,3.49
57.28,10.26,0.06,6.53,1.02,4.27,11.95
47.49,16.88,10.14,10.37,2.34,11.75,0.1
59.43,19.16,2.91,2.97,4.16,6.01,3.85
62.14,19.9,1.51,0.98,6.12,1.85,6.99
47.42,15.07,14.42,6.68,2.7,9.17,1.03
45.45,14.32,14.31,11.3,2.23,9.44,0.35
61.86,15.91,5.75,3.66,3.9,5.76,1.96
60.03,16.84,6.11,3.77,3.58,6.38,2.12
44.79,14.09,17.88,4.48,3.46,7.42,1.73
42.83,13.98,18.3,5.13,3.42,8,1.58
49.15,14.35,16,3.11,4.45,6.4,2.33
46.59,13.28,17.25,3.86,3.42,8.13,1.91
45.68,13.16,17.36,4.13,3.32,8.61,1.79
45.39,13.77,17.77,4.09,4.01,7.46,1.91
45.31,13.29,17.53,4.64,3.52,8.12,1.64
51.76,13.68,9.44,4.18,3.36,9.2,1.99
49.23,14.21,16.12,3.06,4.26,6.46,2.29
50.26,14.08,15.78,2.93,4.26,6.25,2.37
54.31,14.47,14.01,1.96,3.61,5.55,2.79
44.02,12.79,17.62,4.83,3,9.46,1.54
49.72,14.44,16.31,2.83,3.87,6.38,2.27
43.82,13.61,17.43,5.51,3.32,8.23,1.48
54.89,16.4,8.58,5.97,4.11,7.13,1.19
54.89,14.54,13.89,1.92,4.08,4.91,3.01
57.33,15.14,12.44,1.45,3.98,4.13,3.41
47.81,13.89,16.93,3.78,3.54,6.84,1.94
48.23,13.48,16.62,3.5,4.17,7.05,1.98
63.07,14.53,9.33,0.27,4.21,2.95,4.65
60.85,14.16,11.38,0.53,4.06,3.61,3.97
51.15,13.67,15.94,2.63,3.51,6.64,2.27
51.26,13.34,15.29,3.06,3.56,6.84,2.4
48.96,13.4,16.87,3.34,3.61,6.92,2.03
46.53,14.42,15.93,6.39,2.57,9.19,0.81
45.82,15.21,13.48,9.15,2.45,10.67,0.4
46.31,15.27,13.72,8.67,2.56,9.95,0.42
44.44,14.85,16,7.14,2.92,9.68,0.66
44.98,14.63,15.81,6.29,2.87,9.55,0.89
46.29,14.43,15.22,6.77,2.79,8.86,0.89
45.43,14.58,14.27,9.4,2.29,10.32,0.45
45.94,14.92,13.75,8.93,2.29,10.54,0.5
46.15,15.35,13.24,8.3,2.64,10.71,0.61
46.01,14.37,14.47,7.7,2.51,9.83,0.85
45.93,14.85,14.31,8.19,2.54,9.9,0.67
45.82,14.62,14.52,8.04,2.56,9.97,0.68
45.97,14.02,16.55,6.05,2.87,9.22,0.75
46.09,14.17,16.48,6.05,2.48,9.32,0.69
46.07,15.35,14.36,7.67,2.7,10.06,0.48
45.21,15.31,14.33,8.01,2.45,11.28,0.32
47.34,15.34,13.58,7.55,2.59,9.9,0.65
45.71,14.84,14.96,6.94,2.79,10.19,0.61
45.47,14.49,16.57,6.46,2.68,9.22,0.71
45.59,14.53,16.44,6.5,2.58,9.23,0.72
45.23,15.02,15.57,7.15,2.77,9.69,0.55
45.71,15.43,14.36,7.68,2.88,9.89,0.66
46.94,16.06,13.01,7.81,2.95,10.02,0.53
46.18,15.08,14.79,6.91,3.02,9.72,0.59
47.49,15.7,14.64,3.99,3.61,8.39,1.28
47.02,15.12,15.47,4.02,3.77,7.74,1.5
46.89,16.39,11.12,10.17,2.46,10.92,0.39
45.95,16.22,12.94,9.59,2.47,10.23,0.35
52.37,15.94,12.67,2.89,3.76,6.4,2.72
46.93,16.11,11.31,9.83,2.7,11,0.36
56.84,16.01,7.86,5.8,3.76,6.96,1.36
48.46,2.98,12.85,13.08,0.5,19.43,0.56
50.69,17.26,10.55,6.11,3.58,9.28,0.65
48.79,16.71,11.14,7.09,3.85,8.61,1.25
49.41,16.66,11.14,6.55,3.84,8.54,1.3
49.43,16.1,11.58,6.76,3.86,8.45,1.33
36.75,18.54,8.15,25.8,3.09,6.8,0.33
50.92,17.02,9.91,6.71,3.77,8.3,1.08
51.28,17.57,9.39,6.13,4.2,8.22,1.16
53.1,16.39,9.88,6.07,3.86,7.6,1.04
53.11,16.48,9.88,5.99,3.82,7.63,1.03
40.31,0.17,11.26,41.99,4.23,0.28,1.05
50.43,17.47,11.05,6.1,4.17,7.9,0.96
51.91,18.05,10.35,5.1,4.23,7.63,1.01
53.17,18.53,9.51,4.42,4.38,7.3,1.03
52.53,18.18,9.06,5.41,4.23,7.89,0.98
51.58,18.15,10.47,5.15,4.21,7.91,0.94
57.69,0.75,9.56,22.16,5.52,3,0.3
59.37,1.47,10.2,23.68,0.34,2.36,1.58
56.17,17.33,7.66,4.82,4.14,7.12,1.2
61.62,17.04,5.91,2.62,4.65,5.53,1.43
57.4,16.48,10.41,2.18,4.57,5.75,1.31
58.39,17.14,7.53,3.42,4.49,6.2,1.37
57.83,16.07,8.38,4.25,4.12,6.51,1.28
58.42,16.62,8.17,3.78,3.98,6.72,1.06
56.08,17.28,8.34,4.21,4.4,6.83,1.23
55.38,1.49,8.1,27.54,5.01,1.6,0.32
57.99,17.7,7.75,3.4,4.32,6.54,1.13
57.67,17.81,7.33,3.93,4.12,6.76,1.15
61.69,17.53,5.85,2.62,4.53,5.45,1.33
57.53,18.12,7.19,3.78,4.2,6.84,1.16
58.18,17.69,7.11,3.7,4.27,6.62,1.19
57.74,17.51,6.98,4.15,4.44,6.56,1.27
57.72,18.06,7.15,3.72,4.21,6.76,1.15
47.74,12.71,5.9,15.25,2.51,12.49,0.25
60.99,18.38,5.54,2.53,4.67,5.6,1.29
76.95,12.59,1.01,0.03,4.44,0.51,4.34
47.18,13.8,9.17,13.04,2.98,10.59,1.2
49.67,17.02,8.95,7.06,3.75,10.61,0.95
47.69,15.98,9.12,9.28,3.68,9.68,1.96
46.39,15.61,10.2,9.76,3.39,10.22,1.46
46.74,14.15,9.29,11.81,2.86,11.43,1.44
48.81,17.1,9.41,7.55,3.63,10.42,0.97
46.83,14.69,9.02,12.16,2.83,10.87,1.56
47.35,14.16,9.43,12.04,2.94,10.79,1.27
48.23,14.92,9.03,11.41,2.81,10.24,1.36
48.21,16.11,9.13,9.62,3.6,9.15,1.83
44.24,12.57,13.86,11.1,3.05,10.59,1.54
44.28,12.52,14.03,11.27,3.39,10.35,1.09
44.64,12.92,14.03,10.45,3.07,10.24,1.53
43.03,11.66,14.7,11.6,3.32,10.49,1.82
49.34,14.64,13.3,7.87,2.83,8.9,0.98
45.12,13.02,13.92,9.36,3.22,10.34,1.67
43.93,12.64,13.71,11.09,3.41,10.56,1.64
45.23,12.74,13.94,10.59,2.84,10.07,1.43
49.5,15.36,11.92,7.63,2.95,8.97,1.3
56.13,16.11,8.35,6.08,3.7,6.77,1.43
45.39,12.59,13.88,10.84,2.8,10.01,1.41
55.9,16.1,7.83,6.57,4.04,6.79,1.4
45.17,12.58,14.09,10.79,2.7,10,1.49
48.05,15.59,11.36,8.39,3.78,9.13,1.24
46.32,13.21,13.29,9.9,2.53,10.53,1.32
49.16,17.08,12.83,5.72,2.94,9.58,0.69
42.08,11.91,13.12,13.49,2.74,13.22,0.7
49.42,16.21,12.12,6.2,3.09,10.1,0.75
55.22,14.33,6.59,6.02,3.51,9.14,3.22
49.49,16.46,11.63,6.39,2.86,10.37,0.8
77.08,12.5,1.06,0.03,4.18,0.56,4.45
49.87,16.53,11.6,6.68,2.96,9.28,1.04
49.49,16.43,11.61,6.7,3.03,9.84,0.89
51.15,15.48,11.79,7.09,3,8.39,1.3
42.53,12.31,12.79,13.42,2.84,12.31,1.15
61.21,16.21,5.83,4.31,3.44,5.72,2.17
50.35,17.84,8.89,5.9,3.24,11.89,0.4
53.05,16.29,9.95,5.9,3.97,7.81,1.07
49.82,18.03,8.9,6.23,3.13,11.98,0.37
48.98,16.52,10.79,6.17,3.82,11.48,0.49
49.89,18.15,8.69,6.53,3.34,11.6,0.4
49.68,18.15,8.83,6.45,3.26,11.8,0.4
52,17.6,10.13,5.67,4.22,7.97,0.75
51.98,17.72,9.93,5.43,4.27,8.12,0.8
52.74,18.31,10.32,4.79,2.64,8.59,0.87
52.86,17.59,11.31,5.26,2.78,7.79,0.84
53.75,18.21,10.1,4.67,2.54,7.98,0.98
51.93,17.61,10.11,5.84,4.1,8.06,0.77
48.22,18.42,9.28,7.46,2.56,11.49,0.63
48.23,18.52,9.02,8.5,1.74,12.48,0.15
48.32,18.65,8.86,7.57,2.86,12.3,0.14
48.93,18.42,9.27,7.54,2.05,12.28,0.16
49.29,16.43,11.22,7.36,2.11,11.78,0.34
50.34,15.94,11.7,6.46,2.92,9.43,1.09
57.74,17.13,6.55,3.84,4.24,6.18,2.78
57.21,17.15,6.79,3.88,4.18,6.31,2.83
55.16,16.98,7.84,5.66,4.13,7.02,1.35
57.08,13.21,13.8,1.24,3.88,4.73,3.57
57.67,13.32,13.37,1.17,3.85,4.37,3.96
76.28,12.68,1.1,0.08,4.38,0.59,4.72
53.22,16.18,9.31,6.23,4.03,7.54,1.34
10.95,27.48,28.7,2.62,7.83,9.61,7.46
76.48,12.5,1.03,0.04,4.4,0.51,4.78
77.05,12.66,0.56,0.02,3.07,0.74,5.79
48.54,15.91,11.12,7.85,3.59,9.11,1.35
57.84,13.3,13.47,1.11,3.88,4.35,3.81
76.5,12.58,1,0.05,4.44,0.55,4.73
76.66,12.59,0.98,0.02,4.4,0.53,4.69
76.38,12.58,1.02,0.05,4.42,0.55,4.84
76.9,12.48,0.98,0.02,4.08,0.52,4.86
76.93,12.69,0.92,0.07,4.05,0.55,4.66
76.85,12.49,1.01,0.04,4.19,0.64,4.67
76.86,12.59,0.96,0.02,4.37,0.52,4.55
76.88,12.68,1.02,0.03,4.24,0.52,4.47
48.01,15.93,11.32,8.64,3.2,9.18,1.26
48.33,15.94,11.23,7.97,3.89,8.72,1.35
53.79,16.14,8.96,6.09,4.08,7.45,1.39
77.36,12.82,0.79,0.04,4.58,0.47,3.84
52.79,16.59,9.83,6.07,3.92,7.85,0.98
75.05,12.46,2.68,0.02,4.15,0.57,4.89
76.59,12.68,0.99,0.03,4.32,0.55,4.7
54.26,16.66,8.81,6.68,3.9,7.34,0.95
76.24,12.39,1.27,0.12,3.98,0.9,4.93
76.64,12.29,1.17,0.06,4.11,0.54,5.04
48.22,16.14,11.15,7.94,3.48,9.25,1.31
48.72,15.98,11.29,7.75,3.41,9.17,1.25
49.34,14.93,13.08,8.26,2.67,8.8,0.98
45.04,14.92,11.83,10.26,2.69,10.91,1.54
45.08,14.81,11.69,10.56,2.88,10.77,1.48
46.54,14.35,11.97,9.89,2.83,10.36,1.33
46.15,14.33,11.98,10.54,3.05,9.96,1.4
45.12,14.18,12,11.19,3.05,10.35,1.48
47.61,14.32,11.46,9.3,3.52,9,1.88
45.09,15.77,10.71,9.08,3.75,10.25,1.98
45.01,15.49,11.85,8.69,4.11,9.51,2.09
44.18,15.39,11.5,9.2,4.02,11.57,0.95
46.13,15,11.32,8.69,4.17,10.74,1.02
45.28,15.68,11.5,8.55,3.6,10.27,2.03
45.34,15.79,10.66,8.99,4.02,9.87,2.11
45.65,14.46,11.22,10.74,3.68,10.47,0.92
45.88,13.77,13.03,10.97,2.48,10.34,0.74
44.68,14.95,11.3,11,2.98,10.61,1.52
45.38,15.18,11.75,9.49,4.11,10.02,0.89
44.47,15.54,12,8.49,4.31,9.51,1.91
46.38,15.15,11.62,8.53,4.15,10.54,0.7
44.67,15.48,11.54,9.24,3.53,10.46,2.01
44.34,14.15,11.95,10.82,3.24,10.92,1.56
45.41,15.3,10.59,9.3,3.92,10.06,2.07
44.54,14.63,11.29,10.76,2.86,11.5,1.57
44.99,15.41,11.76,8.7,3.96,9.97,2
45,15.51,11.89,8.59,4.21,9.36,2.18
44.59,15.16,10.99,10.28,3.83,9.97,1.95
45,14.92,11.58,9.86,3.59,9.98,1.77
44.71,13.5,12.58,11.69,3.15,9.8,1.58
43.66,13.7,12.91,12.4,3.34,9.51,1.57
47.55,17.48,10.28,5.86,3.88,9.54,2.23
47.42,15.72,10.87,8.09,3.7,9.53,1.77
44.3,14.65,11.61,10.87,3.19,10.69,1.66
44.66,14.97,12.05,9.48,3.42,10.45,1.68
45.13,14.13,11.31,10.45,3.19,11.02,1.73
45.01,15.69,11.34,8.83,4.02,9.58,2.19
45.47,15.15,11.45,9.66,3.42,10.02,1.74
46.21,15.34,11.07,9.1,3.57,9.96,1.8
42.83,14.19,12.41,11.73,3.07,11.35,1.6
44.7,15.33,11.81,9.26,3.99,10.86,0.82
45.61,15,11.32,9.18,3.47,10.35,1.83
45.04,14.05,11.75,11.04,3.09,10.63,1.55
45.22,15.11,12.35,9.06,3.64,10.64,1.15
45.39,15.53,10.66,8.9,4.05,10,2.06
45.44,15.49,11.58,8.68,2.61,11.66,1.19
46.69,15.47,11.34,7.92,3.88,9.56,2.28
45.42,14.77,11.42,10.48,3.31,10.76,1.06
44.86,14.76,11.11,11.34,3.24,10.26,1.56
46.21,15.53,12.35,7.48,4.41,9.11,1.93
43.84,13.85,12.24,11.53,2.9,11.2,1.56
44.36,15.36,11.54,9.4,4.02,10.09,1.94
44.64,14.61,11.38,10.66,3.23,10.98,1.59
44.21,15.2,11.78,9.91,3.84,10.88,1.02
45.56,14.99,10.78,9.83,3.58,10.32,1.74
44.91,14.18,11.59,10.97,3.27,10.55,1.6
44.06,13.86,12.69,11.44,2.86,10.84,1.2
45.43,15.74,11.23,8.35,3.5,10.32,2.17
45.06,13.15,12.18,12.42,2.67,10.48,1.34
44.22,14.41,11.86,10.69,3.36,10.46,1.91
46.29,14.4,15.1,6.72,2.45,10.41,0.64
47.58,14.88,13.71,7.63,2.36,10.11,0.67
46.07,13.38,16.93,6.1,2.56,9.56,0.81
47.33,14.64,14.31,6.85,2.41,10.21,0.63
46.51,14.08,15.58,6.36,2.5,10.11,0.67
45.17,14.31,15.51,8,2.5,9.63,0.71
47.37,13.66,15.49,6.48,2.53,9.26,0.95
47.62,14.68,13.31,8.39,2.38,9.93,0.79
47.84,14.56,13.07,8.55,2.27,9.95,0.78
46.05,14.52,15.41,7.48,2.43,9.86,0.64
44.98,14.41,15.18,8.92,2.5,9.6,0.68
45.83,13.95,16.37,6.59,2.56,9.45,0.76
46.26,14.7,14.32,7.81,2.53,9.88,0.73
47.41,14.57,13.35,8.29,2.35,10.28,0.73
47.77,14.83,13.23,8,2.37,10.07,0.71
59.91,15.4,6.8,5.55,3.77,6.02,1.48
44.85,14.72,12.2,10.01,3.5,9.94,1.62
58.44,17.02,5.26,5.36,4.56,5.8,2.56
42.01,12.05,13.16,13.71,2.98,12.55,0.79
42.12,12.01,13.23,13.56,2.89,12.71,0.72
43.53,11.06,14.72,12.41,2.5,10.96,1.4
43.35,10.61,14.13,14.1,2.4,10.91,1.27
48.91,16.94,9.64,7.13,3.03,11.33,0.88
53.17,18.74,7.44,4.74,3.59,8.66,1.79
48.9,17.76,10.14,6.46,3.67,9.11,1.22
50.1,17.62,10.67,5.05,4.01,8.31,1.65
50.43,18.43,9.16,5.53,3.81,8.76,1.63
50.64,18.49,8.78,5.54,3.7,9.09,1.54
51.34,17.35,10.77,4.14,4.16,7.5,1.86
51.51,17.46,9.73,4.69,4.09,7.77,2.01
51.89,20.72,7.4,4.33,3.77,8.59,1.57
54.34,17.67,9.36,2.97,4.66,6.13,2.21
56.37,17.53,8.52,2.86,4.4,5.97,2.26
60.13,17.23,5.98,2.7,4.31,4.62,3.62
65.85,16.98,3.59,0.81,4.48,2.37,5.11
66.41,16.91,3.07,0.83,5.54,2.03,4.25
67.64,15.91,3.49,0.74,5.1,1.95,4.23
68.61,16.14,2.58,0.68,5.35,1.38,4.52
67.62,16.65,3.12,1.2,4.17,3.67,2.92
49.83,16.91,9.68,8.27,3.22,9.65,0.76
50.17,18.42,9.4,5.97,3.78,9.08,1.25
52.68,18.82,8.39,4.23,3.55,8.98,1.47
52.99,18.33,8.76,4.08,3.65,8.49,1.62
53.06,18.22,8.8,4.02,3.65,8.44,1.69
62.56,16.51,5.8,1.91,4.34,4.17,3.23
63.2,16.68,5.32,1.5,4.65,3.54,3.61
65.09,16.7,4.51,1.24,4.52,3.29,3.54
67.44,16.18,3.45,0.75,4.88,2.01,4.47
67.47,16.21,3.57,0.82,4.64,2.43,4.09
69.89,15.71,2.7,0.39,4.52,1.48,4.88
70.48,15.45,2.5,0.28,4.62,1.25,5.07
45.38,15.48,15.79,5.54,2.84,8.91,1.34
44.56,14.44,16.52,5.7,2.68,9,1.24
44.78,13.58,12.59,12.28,2.97,9.63,1.46
48.03,15.28,11.88,8.45,2.3,9.96,1.37
46.16,15.36,13.72,7.85,2.63,9.86,0.88
47.34,14.81,13.57,6.02,2.85,9.04,2.06
47.24,14.89,13.8,6.83,2.66,9.27,1.75
51.22,14.13,14.6,3.06,3.02,7.03,2.49
47.34,15.7,13.66,6.23,2.91,9.51,0.87
46.49,14.79,15.47,6.33,2.75,9.75,0.65
50.66,13.66,16.28,2.99,2.9,7.08,2.11
49.01,15.18,14.03,5.27,2.8,8.79,1.66
47.36,16.36,12.84,6.86,2.63,9.33,1.43
46.73,16.15,13.92,6.95,2.48,9.39,1.28
60.31,16.81,6.01,2.59,4.67,5.42,2.75
46.4,15.12,14.56,7.75,2.53,9.43,0.95
46.49,15.01,14.88,7.2,2.55,9.53,0.95
45.68,14.9,15.8,6.66,2.69,9.35,1.02
45.73,14.84,15.89,6.43,2.58,9.44,1.1
45.93,14.85,16,5.97,2.71,9.5,0.95
45.86,14.82,15.97,6.62,2.38,9.41,0.98
46.38,14.85,14.81,7.35,2.46,9.94,0.91
46.84,15.43,14.39,7.07,2.44,9.59,1.07
47.1,15.47,14.3,6.99,2.37,9.54,1.04
46.5,15.13,14.67,7.39,2.48,9.66,0.88
46.19,15.18,14.87,7.02,2.53,9.69,0.77
45.82,14.51,16.24,6.37,2.52,9.68,0.97
45.84,14.68,16.1,6.19,2.64,9.56,1.03
45.52,14.68,16.78,5.99,2.55,9.39,0.77
46.68,14.55,15.34,7.32,2.62,9.34,0.62
46.99,15.58,14.84,7.17,2.65,9.99,0.27
47.19,15.24,14.45,8.39,2.33,9.8,0.34
47.33,16.02,13.58,7.57,2.13,11.1,0.22
46.4,15.42,14.42,6.75,2.62,9.68,0.9
48.68,14.91,14.84,5.08,2.76,8.59,1.35
53.98,14.33,7.8,7.63,2.4,7.77,4.12
46.15,17.87,13.62,5.22,2.72,10.38,0.89
58.83,16.77,6.13,2.84,4.73,6.08,3.06
77.3,12.65,0.86,0.16,3.94,0.49,4.37
46.19,13.83,16.4,6.04,2.75,9.6,0.74
46.5,13.89,16,6.63,2.68,9.22,0.75
47.12,15.39,13.34,7.67,2.7,10.24,0.61
49.18,14.06,17.09,2.45,3.49,6.83,2.11
48.04,13.85,15.26,5.06,2.5,10.2,0.71
47.52,13.71,15.77,5.93,2.29,9.54,0.76
47.33,15.93,13.57,6.46,3.06,9.07,1.36
43.68,14.15,17.51,5.39,3.15,8.65,1.35
48.65,16.57,11.14,6.41,3.42,9.06,1.97
47.62,16.59,11.42,8.85,2.49,11.64,0.17
48.18,16.26,11.08,9.16,2.47,11.39,0.28
47.18,16.73,11.56,8.76,2.57,11.29,0.26
46.97,16.12,11.65,9.06,2.53,10.97,0.5
48.74,16.73,11.52,6.68,3.08,8.81,1.79
47.65,16.07,12.57,7.06,2.88,9.92,1.21
47.09,15.83,11.7,9.2,3.05,9.84,0.68
47.21,16.13,11.65,8.9,2.9,9.83,0.71
47.78,16.48,10.8,8.17,3,10.36,1.01
47.42,16.03,11.69,8.96,3.21,9.41,0.68
46.97,15.96,11.68,9.11,3.04,9.93,0.69
48.5,16.3,10.5,8.65,2.68,10.01,1
48.23,15.96,10.65,8.53,3.01,10.26,1
48.22,16.17,11.35,8.63,2.88,9.37,0.72
